guide	tc_id	group	description	sub_steps	latest_verdict	latest_date	source_path	still_open	has_pass	finding_note	first_pass_date
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-B02	B — Login & Session Restore	Invalid credentials error	1	PASS	2026-08-23	e2e-test-results/spotcheck-sweeps-2026-08-23/report.md		YES		2026-08-11
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-B03	B — Login & Session Restore	Forgot Password link	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-16
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-B04	B — Login & Session Restore	Session restore after app kill/relaunch	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-16
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-B05	B — Login & Session Restore	App resume refreshes silently (no spinner)	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-16
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-B06	B — Login & Session Restore	Cold launch does not hang on spinner	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-16
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-B07	B — Login & Session Restore	Empty-field + invalid-email inline validation	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-16
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-B08	B — Login & Session Restore	ACCOUNT_DELETED login branch	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-B09	B — Login & Session Restore	PROFILE_NOT_FOUND login branch	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-B10	B — Login & Session Restore	Back button returns to previous screen	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-17
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-B11	B — Login & Session Restore	Sign Up footer link	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-17
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-B12	B — Login & Session Restore	Log In footer link (Create Account)	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-17
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-C01	C — Social Login	Sign in / Continue with Google	1	PASS	2026-08-16	e2e-test-results/phase21-auth-group-c01-google-2026-08-16/report.md		YES		2026-08-16
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-C02	C — Social Login	Sign in / Continue with Facebook	1	PASS	2026-08-16	e2e-test-results/phase20-auth-group-c-closure-2026-08-16/report.md		YES		2026-08-16
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-C03	C — Social Login	Sign in / Continue with Apple (iOS + Android)	1	BLOCKED	2026-08-16	e2e-test-results/phase19-auth-group-c-closeout-2026-08-16/report.md	YES		BLOCKED, never passed (fixture/config/environment) — Apple provider still not enabled on staging (400 `validation_failed` re-confirmed)	
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-C04	C — Social Login	Existing-email account-link prompt	1	PASS	2026-08-19	e2e-test-results/qa-final-verify-e05-c04-2026-08-19/report.md		YES		2026-08-19
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-C05	C — Social Login	Provider unavailable → email fallback banner	1	BLOCKED	2026-08-16	e2e-test-results/phase19-auth-group-c-closeout-2026-08-16/report.md	YES		BLOCKED, never passed (fixture/config/environment) — No on-device trigger mechanism (pending C05 toggle); code/unit-verified only	
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-C06	C — Social Login	User cancels OAuth — silent return	1	PASS	2026-08-16	e2e-test-results/phase19-auth-group-c-closeout-2026-08-16/report.md		YES		2026-08-16
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-C07	C — Social Login	Social-only user sets a password	1	BLOCKED	2026-08-16	e2e-test-results/phase19-auth-group-c-closeout-2026-08-16/report.md	YES		BLOCKED, never passed (fixture/config/environment) — No social-only fixture persona + depends on C01/C02	
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-D01	D — Logout	Logout from Profile with confirmation	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-17
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-D02	D — Logout	Sign Out from Settings	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-D03	D — Logout	After logout, app returns to Landing	1	PASS	2026-08-23	e2e-test-results/group-a-b-d-auth-2026-08-23/report.md		YES		2026-08-17
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-E01	E — Phone Verification (Deferred Gate)	OTP screen sends + verifies 6-digit code	1	PASS	2026-08-17	e2e-test-results/phase22-auth-group-b-d-e-2026-08-17/report.md		YES		2026-08-17
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-E02	E — Phone Verification (Deferred Gate)	Incomplete / invalid / expired code errors	1	PASS	2026-08-17	e2e-test-results/phase22-auth-group-b-d-e-2026-08-17/report.md		YES		2026-08-17
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-E03	E — Phone Verification (Deferred Gate)	Resend cooldown (60s)	1	PASS	2026-08-17	e2e-test-results/phase22-auth-group-b-d-e-2026-08-17/report.md		YES		2026-08-17
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-E04	E — Phone Verification (Deferred Gate)	OTP rate limiting message	1	BLOCKED	2026-08-17	e2e-test-results/phase22-auth-group-b-d-e-2026-08-17/report.md	YES		BLOCKED, never passed (fixture/config/environment) — Rate-limit condition NOT inducible in dev: 4 rapid sends for one phone never returned RATE_LIMIT_EXCEEDED (each → SEND_FAILED → DEV bypass dialog). Screen's rate-limit path is a generic `Alert.alert('Error', err.message)	
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-E05	E — Phone Verification (Deferred Gate)	Gate blocks first listing until verified	1	PASS	2026-08-19	e2e-test-results/qa-final-verify-e05-c04-2026-08-19/report.md		YES		2026-08-19
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-F01	F — Node/ZIP Gating & Waitlist (End User)	Active ZIP → assigned to node, no waitlist	1	PASS	2026-08-23	e2e-test-results/group-fg-nodes-zip-gating-2026-08-23/report.md		YES		2026-08-17
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-F02	F — Node/ZIP Gating & Waitlist (End User)	"Inactive ZIP → ""We're Coming Soon!"" + Join Waitlist"	1	PASS	2026-08-23	e2e-test-results/group-fg-nodes-zip-gating-2026-08-23/report.md		YES		2026-08-17
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-F03	F — Node/ZIP Gating & Waitlist (End User)	Waitlist confirmation + fallback node access	1	PASS	2026-08-23	e2e-test-results/group-fg-nodes-zip-gating-2026-08-23/report.md		YES		2026-08-17
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-F04	F — Node/ZIP Gating & Waitlist (End User)	Continue Trading without joining waitlist	1	PASS	2026-08-23	e2e-test-results/group-fg-nodes-zip-gating-2026-08-23/report.md		YES		2026-08-17
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-F05	F — Node/ZIP Gating & Waitlist (End User)	ZIP auto-lookup shows city/state	1	PASS	2026-08-23	e2e-test-results/group-fg-nodes-zip-gating-2026-08-23/report.md		YES		2026-08-17
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-F06	F — Node/ZIP Gating & Waitlist (End User)	Node-scoped content (My Node vs Show All Nodes)	1	PASS	2026-08-23	e2e-test-results/group-fg-nodes-zip-gating-2026-08-23/report.md		YES		2026-08-18
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-G01	G — Node Management (Admin)	Admin creates an active node (ZIP auto-lookup)	1	PASS	2026-08-23	e2e-test-results/group-fg-nodes-zip-gating-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-G02	G — Node Management (Admin)	Admin creates an inactive node	1	PASS	2026-08-23	e2e-test-results/group-fg-nodes-zip-gating-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-G03	G — Node Management (Admin)	Admin edits a node	1	PASS	2026-08-23	e2e-test-results/group-fg-nodes-zip-gating-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-G04	G — Node Management (Admin)	Admin deactivates a node with members (warning)	1	PASS	2026-08-23	e2e-test-results/group-fg-nodes-zip-gating-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-G05	G — Node Management (Admin)	Admin reactivates a node	1	PASS	2026-08-23	e2e-test-results/group-fg-nodes-zip-gating-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-G06	G — Node Management (Admin)	Node stats cards + validation	1	PASS	2026-08-23	e2e-test-results/group-fg-nodes-zip-gating-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-H01	H — Profile Setup & Onboarding	Profile Setup: avatar + display name + ZIP	1	PASS	2026-08-24	e2e-test-results/group-j-h-closure-2026-08-24/report.md		YES		2026-08-17
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-H02	H — Profile Setup & Onboarding	Profile Setup validation errors	1	PASS	2026-08-23	e2e-test-results/group-h-profile-setup-2026-08-23/report.md		YES		2026-08-17
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-H03	H — Profile Setup & Onboarding	Avatar upload failure does not block	1	BLOCKED	2026-08-23	e2e-test-results/group-h-profile-setup-2026-08-23/report.md	YES		BLOCKED, never passed (fixture/config/environment) — `qa_avatar_upload_failure` toggle = `none` on staging — needs dev-team arm to induce the upload-failure path	
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-H04	H — Profile Setup & Onboarding	~~Welcome screen → Get Started~~ (REMOVED — screen deleted; superseded by H06/H07)	1	BLOCKED	2026-08-23	e2e-test-results/group-h-profile-setup-2026-08-23/report.md	YES		BLOCKED, never passed (fixture/config/environment) — Welcome screen is an orphaned/dead route (not in the live flow); **plus a confirmed defect: headline renders literal accessibility-prop junk text**	
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-H05	H — Profile Setup & Onboarding	~~Feature Highlights carousel~~ (REMOVED — screen deleted; superseded by H06/H07)	1	BLOCKED	2026-08-23	e2e-test-results/group-h-profile-setup-2026-08-23/report.md	YES		BLOCKED, never passed (fixture/config/environment) — Feature Highlights 4-slide screen is an orphaned/dead route (content correct via deep link, but not reachable by any real user)	
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-H06	H — Profile Setup & Onboarding	Onboarding carousel: Next / Skip / Get Started	1	PASS	2026-08-23	e2e-test-results/group-h-profile-setup-2026-08-23/report.md		YES		2026-08-17
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-H07	H — Profile Setup & Onboarding	Onboarding completion routes to Home	1	PASS	2026-08-23	e2e-test-results/group-h-profile-setup-2026-08-23/report.md		YES		2026-08-17
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-I01	I — Subscription Choice (Onboarding)	~~Start Free Trial enrolls Kids Club+~~ (REMOVED — no in-app trial-choice step; subscription purchase superseded by web-first `JoinKidsClubScreen` path)	1	BLOCKED	2026-08-23	e2e-test-results/group-i-subscription-choice-2026-08-23/report.md	YES		BLOCKED, never passed (fixture/config/environment) — Subscription Choice screen does not exist; no Start Free Trial CTA anywhere in onboarding; `trial_enabled=false` (precondition unmet)	
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-I02	I — Subscription Choice (Onboarding)	~~Continue Free stays on free tier~~ (REMOVED — post-Profile-Setup routes to EDU carousel → free-tier Home; no Continue Free step)	1	BLOCKED	2026-08-23	e2e-test-results/group-i-subscription-choice-2026-08-23/report.md	YES		BLOCKED, never passed (fixture/config/environment) — Subscription Choice screen does not exist; no Continue Free CTA anywhere	
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-I03	I — Subscription Choice (Onboarding)	~~Trial limit reached hides trial CTA~~ (REMOVED — no in-app trial CTA; trial disabled via `admin_config.trial_enabled=false`)	1	BLOCKED	2026-08-23	e2e-test-results/group-i-subscription-choice-2026-08-23/report.md	YES		BLOCKED, never passed (fixture/config/environment) — Subscription Choice screen does not exist; cannot reach a trial-limit state via UI	
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-J01	J — Listing Creation (Single Item)	Photo-first gating (fields hidden until 1 photo)	1	PASS	2026-08-24	e2e-test-results/group-j-listing-creation-single-2026-08-24/report.md		YES		2026-08-24
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-J02	J — Listing Creation (Single Item)	AI auto-fill Apply All + per-field Use	1	PASS	2026-08-24	e2e-test-results/group-j-closure-j02-j04-j11-j12-j13-j15-2026-08-24/report.md		YES		2026-08-24
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-J03	J — Listing Creation (Single Item)	Required field validation	1	PASS	2026-08-24	e2e-test-results/group-j-listing-creation-single-2026-08-24/report.md		YES		2026-08-24
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-J04	J — Listing Creation (Single Item)	Condition / Age Group / Gender / Color options	1	PASS	2026-08-24	e2e-test-results/group-j-closure-j02-j04-j11-j12-j13-j15-2026-08-24/report.md		YES		2026-08-24
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-J05	J — Listing Creation (Single Item)	"""Other"" category → custom name required"	1	PASS	2026-08-24	e2e-test-results/group-j-h-closure-2026-08-24/report.md		YES		2026-08-24
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-J06	J — Listing Creation (Single Item)	Payment preference — subscriber Accept SP toggle	1	PASS	2026-08-24	e2e-test-results/group-j-listing-creation-single-2026-08-24/report.md		YES		2026-08-24
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-J07	J — Listing Creation (Single Item)	Payment preference — free user upgrade prompt	1	PASS	2026-08-24	e2e-test-results/group-j-listing-creation-single-2026-08-24/report.md		YES		2026-08-24
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-J08	J — Listing Creation (Single Item)	SP earnings preview (subscriber)	1	PASS	2026-08-24	e2e-test-results/group-j-listing-creation-single-2026-08-24/report.md		YES		2026-08-24
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-J09	J — Listing Creation (Single Item)	Submit for Review → pending + success modal	1	PASS	2026-08-24	e2e-test-results/group-j-listing-creation-single-2026-08-24/report.md		YES		2026-08-24
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-J10	J — Listing Creation (Single Item)	Phone-verification gate before publish	1							
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-J11	J — Listing Creation (Single Item)	Draft auto-save + resume	1	PASS	2026-08-24	e2e-test-results/group-j-closure-j02-j04-j11-j12-j13-j15-2026-08-24/report.md		YES		2026-08-24
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-J12	J — Listing Creation (Single Item)	Listing photos — multiple upload, type and size validation	1	PASS	2026-08-24	e2e-test-results/group-j-closure-j02-j04-j11-j12-j13-j15-2026-08-24/report.md		YES		2026-08-24
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-J13	J — Listing Creation (Single Item)	Listing photos — remove, reorder, replace, and persist after resume	1	PASS	2026-08-24	e2e-test-results/group-j-closure-j02-j04-j11-j12-j13-j15-2026-08-24/report.md		YES		2026-08-24
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-J14	J — Listing Creation (Single Item)	Bonus category badge appears in picker and preview	1	PASS	2026-08-24	e2e-test-results/group-j-listing-creation-single-2026-08-24/report.md		YES		2026-08-24
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-J15	J — Listing Creation (Single Item)	Category-specific SP earn and buyer-cap preview recalculates	1	PASS	2026-08-24	e2e-test-results/group-j-closure-j02-j04-j11-j12-j13-j15-2026-08-24/report.md		YES		2026-08-24
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-K01	K — Bulk Listing Creation	Multi-photo upload + auto-grouping	1	PASS	2026-08-19	e2e-test-results/phase25-auth-group-k-bulk-2026-08-19/report.md		YES		2026-08-19
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-K02	K — Bulk Listing Creation	Regroup / merge / move photos	1	PASS	2026-08-20	e2e-test-results/phase27-groupk-ax-reverify-2026-08-20/report.md		YES		2026-08-19
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-K03	K — Bulk Listing Creation	Step indicator: Photos → Group → Review → Publish	1	PASS	2026-08-19	e2e-test-results/phase25-auth-group-k-bulk-2026-08-19/report.md		YES		2026-08-19
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-K04	K — Bulk Listing Creation	Apply to All bar (brand/condition/age/gender)	1	PASS	2026-08-19	e2e-test-results/phase25-auth-group-k-bulk-2026-08-19/report.md		YES		2026-08-19
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-K05	K — Bulk Listing Creation	Submit N Items for Review + confirm sheet	1	PASS (partial)	2026-08-19	e2e-test-results/phase25-auth-group-k-bulk-2026-08-19/report.md		YES		2026-08-19
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-K06	K — Bulk Listing Creation	Bulk SP summary (subscriber)	1	PASS	2026-08-19	e2e-test-results/phase25-auth-group-k-bulk-2026-08-19/report.md		YES		2026-08-19
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-L01	L — Admin Review / Pending	New listing not visible in feed until approved	1	PASS	2026-08-21	e2e-test-results/group-l-reverify-l01-l04-2026-08-21/report.md		YES		2026-08-21
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-L02	L — Admin Review / Pending	Admin approves → item becomes visible	1	PASS	2026-08-21	e2e-test-results/group-l-reverify-l01-l04-2026-08-21/report.md		YES		2026-08-21
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-L03	L — Admin Review / Pending	Seller receives approval notification	1	PASS	2026-08-21	e2e-test-results/group-l-reverify-l01-l04-2026-08-21/report.md		YES		2026-08-21
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-L04	L — Admin Review / Pending	Editing an approved listing returns to pending	1	PASS	2026-08-21	e2e-test-results/group-l-reverify-l01-l04-2026-08-21/report.md		YES		2026-08-21
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-M01	M — Discovery: Search & Filters	Search bar (debounced) + clear	1	PASS	2026-08-22	e2e-test-results/group-m-discover-2026-08-22/report.md		YES		2026-08-22
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-M02	M — Discovery: Search & Filters	Recent searches + autocomplete	1	PASS	2026-08-22	e2e-test-results/group-m-discover-2026-08-22/report.md		YES		2026-08-22
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-M03	M — Discovery: Search & Filters	Sort options	1	PASS	2026-08-22	e2e-test-results/group-m-discover-2026-08-22/report.md		YES		2026-08-22
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-M04	M — Discovery: Search & Filters	Filters modal: SP toggle, Location/Category/Age, More Filters, live count	1	PASS	2026-08-22	e2e-test-results/group-m-discover-2026-08-22/report.md		YES		2026-08-22
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-M05	M — Discovery: Search & Filters	"""Accepts SP"" quick-toggle (header ↔ sheet sync)"	1	PASS	2026-08-22	e2e-test-results/group-m-discover-2026-08-22/report.md		YES		2026-08-22
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-M06	M — Discovery: Search & Filters	Empty / no-results states	1	PASS	2026-08-22	e2e-test-results/group-m-discover-2026-08-22/report.md		YES		2026-08-22
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-M07	M — Discovery: Search & Filters	Recent Searches chip row + Clear	1	PASS	2026-08-22	e2e-test-results/group-m-discover-2026-08-22/report.md		YES		2026-08-22
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-M08	M — Discovery: Search & Filters	Trending in {State} section	1	PASS	2026-08-22	e2e-test-results/group-m-discover-2026-08-22/report.md		YES		2026-08-22
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-M09	M — Discovery: Search & Filters	Result count + active filter chips (incl. gold SP chip)	1	PASS	2026-08-22	e2e-test-results/group-m-discover-2026-08-22/report.md		YES		2026-08-22
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-M10	M — Discovery: Search & Filters	Discover header: bookmark → Favorites (local header)	1	PASS	2026-08-22	e2e-test-results/group-m-discover-2026-08-22/report.md		YES		2026-08-22
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-N01	N — Discovery: Category & Favorites	Category browse filters results	1	PASS	2026-08-22	e2e-test-results/group-n-discovery-category-favorites-2026-08-22/report.md		YES		2026-08-22
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-N02	N — Discovery: Category & Favorites	Favorite heart toggle on item card	1	PASS	2026-08-22	e2e-test-results/group-n-discovery-category-favorites-2026-08-22/report.md		YES		2026-08-22
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-N03	N — Discovery: Category & Favorites	Infinite scroll pagination	1	PASS	2026-08-22	e2e-test-results/group-n-discovery-category-favorites-2026-08-22/report.md		YES		2026-08-22
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-N04	N — Discovery: Category & Favorites	"""Accepts SP"" badge on item card (gold, §6.7)"	1	PASS	2026-08-22	e2e-test-results/group-n-discovery-category-favorites-2026-08-22/report.md		YES		2026-08-22
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-O01	O — Discovery: Node Scoping & SP Visibility	Results scoped to user's node	1	PASS	2026-08-22	e2e-test-results/group-o-node-scope-2026-08-22/report.md		YES		2026-08-22
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-O02	O — Discovery: Node Scoping & SP Visibility	Location ZIP + radius filter	1	PASS	2026-08-22	e2e-test-results/group-o-node-scope-2026-08-22/report.md		YES		2026-08-22
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-O03	O — Discovery: Node Scoping & SP Visibility	Inactive ZIP in filter → explicit waitlist opt-in (no auto-enroll)	1	PASS	2026-08-22	e2e-test-results/group-o-node-scope-2026-08-22/report.md		YES		2026-08-22
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-O04	O — Discovery: Node Scoping & SP Visibility	Subscriber vs free SP visibility	1	PASS	2026-08-22	e2e-test-results/group-o-node-scope-2026-08-22/report.md		YES		2026-08-22
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-O05	O — Discovery: Node Scoping & SP Visibility	Admin radius defaults and bounds reflect in Discover	1	PASS	2026-08-22	e2e-test-results/group-o-node-scope-2026-08-22/report.md		YES		2026-08-22
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-P01	P — Global Header, Floating Nav & Home Composer	Header node chip shows registered market (read-only)	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-P02	P — Global Header, Floating Nav & Home Composer	Header right cluster: bell + chat + avatar; logout removed from header	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-P03	P — Global Header, Floating Nav & Home Composer	Header chat icon opens Messages with unread badge	1	BLOCKED	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md	YES		BLOCKED, never passed (fixture/config/environment) — Chat→Messages verified; unread-badge precondition unreachable (no conversation fixture; messaging requires an in-progress trade that doesn't exist)	
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-P04	P — Global Header, Floating Nav & Home Composer	Floating pill nav: order, margins, radius, shadow, safe area	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-P05	P — Global Header, Floating Nav & Home Composer	Inbox removed from nav; Messages via header chat only	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-P06	P — Global Header, Floating Nav & Home Composer	Trades tab: Active Trades (item, counterpart, status label)	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-P07	P — Global Header, Floating Nav & Home Composer	Trades tab: Trade History (reverse chronological)	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-P08	P — Global Header, Floating Nav & Home Composer	Trades badge counts active (not completed/cancelled)	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-P09	P — Global Header, Floating Nav & Home Composer	Basket badge + Home active state unchanged	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-P10	P — Global Header, Floating Nav & Home Composer	Post FAB globally visible + opens Sell sheet	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-P11	P — Global Header, Floating Nav & Home Composer	Composer bar: tap focuses, type, placeholder	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
